ticker,action,entry_date,exit_date,entry,exit,shares,pnl_pct,half_sold,days
FDX,HALF,2020-09-01,2020-09-16,158.9625996520375,183.3599406117705,104.74161869802177,15.347849754053943,False,15
PWR,STOP,2020-09-01,2020-09-21,50.628171628906244,48.14,658.3949659027704,-4.914599024321897,False,20
FCX,HALF,2020-09-01,2020-10-21,14.58049222939516,16.72024611469758,1143.0798360199153,14.675457122006797,False,50
VRT,MA50,2020-09-22,2020-11-03,16.98964291046701,17.526787809640215,2013.9041755644464,3.161602053697554,False,42
FDX,MA50,2020-09-01,2020-12-21,158.9625996520375,197.30116551427787,104.74161869802177,24.117978660491126,True,111
QCOM,HALF,2020-11-10,2021-01-14,123.37047118477113,143.28523559238556,151.77656344802637,16.14224556035635,False,65
FCX,MA50,2020-09-01,2021-01-28,14.58049222939516,24.46809386536617,1143.0798360199153,67.81390834005592,True,149
ALGN,MA50,2020-12-22,2021-01-28,531.989990234375,509.3599853515625,74.70526674649432,-4.253840353808647,False,37
QCOM,MA50,2020-11-10,2021-02-05,123.37047118477113,131.5943742759369,151.77656344802637,6.666022275986028,True,87
AMAT,HALF,2021-02-02,2021-02-12,98.2776287659744,111.9138143829872,210.7431205414435,13.875167510893283,False,10
TTD,STOP,2021-02-09,2021-02-17,85.0,82.67,461.5735459491721,-2.7411764705882358,False,8
GM,HALF,2021-02-02,2021-03-17,50.12896507769866,57.15448253884934,413.1610164593049,14.014886304277962,False,43
IVZ,HALF,2021-02-23,2021-04-05,18.097703430945376,20.85885171547269,1156.0291103996751,15.256898727857404,False,41
GM,MA50,2021-02-02,2021-04-21,50.12896507769866,52.98526387511464,413.1610164593049,5.697900989954197,True,78
AMAT,MA50,2021-02-02,2021-05-11,98.2776287659744,114.72665155237642,210.7431205414435,16.73730124845767,True,98
TPR,MA50,2021-04-27,2021-05-20,40.46469751830192,39.00327024229547,1164.9933093285754,-3.611610528771292,False,23
UPS,STOP,2021-05-18,2021-06-09,169.6085567233359,163.38496254727806,273.099277428916,-3.669386908474037,False,22
GEN,STOP,2021-06-15,2021-06-17,25.561202696391515,24.53,1826.008312179576,-4.034249517285382,False,2
IVZ,MA50,2021-02-23,2021-06-18,18.097703430945376,21.415464617894862,1156.0291103996751,18.332498372563812,True,115
IRM,MA50,2021-05-25,2021-06-30,35.465709943859636,34.8108225571329,1273.7684710688127,-1.8465368034740748,False,36
CRWD,STOP,2021-07-13,2021-07-19,65.28500366210938,61.08,678.5199863668166,-6.440994755660723,False,6
IT,HALF,2021-07-20,2021-08-03,254.77000427246094,292.40000213623046,81.25197135202808,14.770183786442349,False,14
VRT,MA50,2021-06-22,2021-08-17,26.52319114760066,26.622714789678017,1678.7115419094869,0.3752325333837625,False,56
NVDA,MA50,2021-06-22,2021-08-19,18.407830114038756,19.42680621302626,2344.4334534369877,5.535557926571588,False,58
RMD,STOP,2021-08-24,2021-09-27,272.94728329353353,257.5,168.98439857203977,-5.6594383747432975,False,34
WST,MA50,2021-08-24,2021-09-29,441.5914378862572,424.23092425879696,104.4491096340284,-3.9313519552278686,False,36
IT,MA50,2021-07-20,2021-10-11,254.77000427246094,302.5899963378906,81.25197135202808,18.76986743474287,True,83
DDOG,HALF,2021-09-28,2021-10-21,138.86000061035156,161.7300003051758,160.66524795324332,16.46982543158606,False,23
KEY,MA50,2021-10-05,2021-11-29,17.73084770713719,18.310037089791056,2550.3852057773765,3.266563405317191,False,55
F,STOP,2021-11-30,2021-12-03,14.460496161416003,13.97,3439.534486068701,-3.391973248641089,False,3
DDOG,MA50,2021-09-28,2021-12-06,138.86000061035156,160.42999267578125,160.66524795324332,15.533625212890655,True,69
PANW,MA50,2021-10-12,2021-12-07,83.83333587646484,86.22000122070312,525.9458087344208,2.8469168252534205,False,56
PFE,HALF,2021-12-07,2021-12-16,39.680729686958806,45.7503648434794,595.724579090258,15.296178282012285,False,9
ON,MA50,2021-12-07,2022-01-19,63.58000183105469,63.41999816894531,744.3361987334662,-0.2516572153214769,False,43
QCOM,MA50,2021-12-07,2022-01-19,161.22900220373234,162.57959850704785,293.5259552037253,0.8376881856583474,False,43
PFE,MA50,2021-12-07,2022-01-19,39.680729686958806,41.53894999508467,595.724579090258,4.68292877370291,True,43
SLB,HALF,2022-01-25,2022-02-16,32.83064305944566,37.81032152972283,744.6477640692799,15.167776218274431,False,22
COP,HALF,2022-01-25,2022-02-28,70.22569870266345,80.70284935133174,348.47266934958304,14.919254407177473,False,34
EOG,HALF,2022-01-25,2022-03-02,83.61160443438037,96.49065281516103,292.6834959023238,15.40342213010435,False,36
SLB,MA50,2022-01-25,2022-03-17,32.83064305944566,34.95340645432129,744.6477640692799,6.465799012928231,True,51
EOG,MA50,2022-01-25,2022-04-25,83.61160443438037,93.06006459961164,292.6834959023238,11.300417243693195,True,90
COP,MA50,2022-01-25,2022-04-25,70.22569870266345,79.20423803443632,348.47266934958304,12.78526166010554,True,90
KR,STOP,2022-03-22,2022-04-29,50.72423953197029,48.92,1115.504725783723,-3.556957282391826,False,38
NUE,STOP,2022-04-26,2022-05-02,148.68006942466783,140.56,360.8421340488486,-5.46143774084128,False,6
EQT,STOP,2022-05-03,2022-05-09,37.49918160088307,35.22,1372.2726884856754,-6.077950247397923,False,6
VST,STOP,2022-04-26,2022-05-12,23.14729744667643,21.96,2375.6067198788264,-5.129313473469466,False,16
OXY,HALF,2022-05-03,2022-05-16,54.14494463027666,62.58247231513833,496.1222732988591,15.583223406130497,False,13
EXE,HALF,2022-05-17,2022-05-25,73.54130647517135,83.97565323758568,370.82603890627,14.188416364260693,False,8
MCK,MA50,2022-05-10,2022-06-03,321.8723023364464,312.1068527546633,150.002185539338,-3.0339515114834237,False,24
OXY,MA50,2022-05-03,2022-06-14,54.14494463027666,58.00252860706879,496.1222732988591,7.124550598644541,True,42
EXE,STOP,2022-05-17,2022-06-14,73.54130647517135,73.54130647517135,370.82603890627,0.0,True,28
EOG,STOP,2022-06-07,2022-06-15,116.79184504575024,105.38,488.46044893409817,-9.771097495103309,False,8
IBM,STOP,2022-06-28,2022-07-19,122.51742679626098,112.79628923163541,426.8528743596664,-7.934493744135862,False,21
OXY,STOP,2022-07-26,2022-07-27,61.7673452752729,58.15,778.6836886335954,-5.856403993326587,False,1
VRTX,MA50,2022-06-28,2022-08-02,288.45001220703125,275.82000732421875,181.12191596597674,-4.378576650483024,False,35
